1	0	대립 상황·발언 의미·놀람/두려움과 쇼트 전환이 외형·시선·접촉 관계로 축소됩니다.
2	0	두 여성의 매운 음식·식사 맥락 대신 채소 손질/셀러리를 든 네 인물로 기술됩니다. desc의 요리 종류는 추정입니다.
3	0	서로 다른 코믹 클립·분장·침대/책상/TV 배경이 한 집단의 배치로 바뀝니다.
4	0	스트리머·게임 HUD·장비 의견이 빠지고 동일 속성 인물 네 명의 순환 시선만 남습니다.
5	0	금전 관련 대화와 감정·실내→거리 전환이 사라지고 정장 인물들의 동석으로 바뀝니다.
6	0	음악 프로그램·노래와 무대 전환이 부족하지만 전화기·의상·말하기·손짓은 남습니다.
7	0	무술 공격·상대가 나무에 날아감·감사의 결과 대신 다섯 명의 일렬 배치가 남습니다.
8	0	성게 개봉·집기는 유지됩니다. 선물·살아 있음·가시 손질 문제와 대화 의미는 빠집니다.
9	0	의료 배경과 마실 수 없는 음료에 관한 대화가 빠집니다. 상자 위치가 box→lying on floor→person으로 연결됩니다.
10	0	부자 관계를 밝히는 발언·야구 글러브·대중 지지가 빠지고 영웅이 또 다른 영웅을 잡는 관계가 추가됩니다.
11	0	두 인물의 대결·고통/힘의 우위가 여러 인물의 붙잡기 관계로 축소됩니다. desc 자체도 해석이 불확실합니다.
12	0	면봉과 귀 청소가 독립 도구·행동 대상으로 보존되지 않고 인물 사이 holding/inserting으로 바뀝니다.
13	0	게임 프로필·보상·자원과 88→90 성장 대신 레벨별 여러 사람의 selecting/receiving 관계가 남습니다.
14	0	게임·차량 관찰·낙하산·탑승 시도 맥락이 부족합니다. 차량과 건물은 남지만 road가 미선언 대상입니다.
15	0	한 여성의 눈물·손짓이 두 명의 접촉/동석으로 바뀌고 사랑·상실 자막의 의미가 빠집니다.
16	0	강제 혼인→독살→원혼의 변화가 붉은 옷 인물 네 명의 자세와 관 위치로 축소됩니다.
17	0	카드·관찰·데크는 남습니다. 버려진 카드를 발견한 상황과 놀람·궁금증은 빠집니다.
18	0	남성 한 명의 조사 과정·상자 안 작은 공간/의자가 네 명의 관계로 바뀝니다. reaching into의 대상도 사람입니다.
19	0	피·부상·밀짚은 유지되나 흉기·충격/절망과 컷 구분이 부족합니다. 눕기의 대상이 사람으로 설정됩니다.
20	0	요정·날개·마법 지팡이·환상 공간이 사라지고 머리색·사람/칼·동석 관계가 남습니다.
21	0	고기구이·메뉴 소개·음식 평가가 부족합니다. 용기 속 소스/면은 남지만 eating의 대상은 cup입니다.
22	0	그림/계산 문제·왕/학자 역할·궁중 배경이 빠지고 옷색·피리·시선 위주로 남습니다.
23	0	게임·폭발→착지→장비/적 처치 흐름이 빠집니다. falling/landing에 다른 사람을 대상으로 붙입니다.
24	0	백곰이 조종을 배우는 맥락이 빠지고 bird로 분류됩니다. 조종실 속 앉은 위치도 다른 사람 대상으로 연결됩니다.
25	0	포니·지휘관·병력 소개와 결정질 배경이 빠지고 갑옷 입은 person 열 명의 일렬 관계로 변합니다.
26	0	로봇·무기는 유지되나 황량한 환경과 인간 수색 목적·작품 정체성이 부족합니다.
27	0	여행 트럭·물자·지도/노트북·시장·강이 빠지고 빨간 조끼 집단만 남습니다.
28	0	배틀로얄 대회·국가별 팀·HUD·옥상/조준 전술이 네 무장 인물의 순환 동석으로 바뀝니다.
29	0	아이언맨 갑옷·가슴 장치·작업실·어린 시절 사진/잡지 이력이 복장과 산 배경 인물로 축소됩니다.
30	0	두 사람의 인터뷰·시험 성적·유쾌한 응답이 네 사람의 대화/시선으로 바뀝니다.
